point_id,member_id,end,D,t,z,zone,propset,environment,category,not_assessable,not_assessable_reason,sn_curve,D_life,D_life_seed_std,D_life_min,D_life_max,life_years,worst_theta_deg,n_bins_used
123,62,2,0.8,0.02,-8.922,submerged,1,seawater_cp,B1,False,,B1,9.824084430832155e-05,8.69020440434067e-06,5.1277679217927145e-05,0.0001667351359838849,254476.64030186232,0.0,69
124,63,1,0.8,0.02,-24.614,submerged,1,seawater_cp,B1,False,,B1,0.00023467098054477716,2.06140447473514e-05,0.00012004470002927725,0.0003919450100472585,106532.13252854583,22.5,69
125,63,2,0.8,0.02,-16.371,submerged,1,seawater_cp,B1,False,,B1,0.00038192764950857605,3.296094738127274e-05,0.00019955656663118076,0.0006399795895684731,65457.42376119494,202.5,69
126,64,1,0.8,0.02,-16.371,submerged,1,seawater_cp,B1,False,,B1,0.00026132810275869713,2.370009723257453e-05,0.00012890821290763993,0.0004357984662056832,95665.18004029701,202.5,69
127,64,2,0.8,0.02,-8.922,submerged,1,seawater_cp,B1,False,,B1,9.262114705174134e-05,8.525781988985105e-06,4.657926214218185e-05,0.0001539192892981894,269916.7608670852,202.5,69
128,65,1,0.8,0.02,-24.614,submerged,1,seawater_cp,B1,False,,B1,0.00020239274110806985,1.787014855352051e-05,9.873449820572152e-05,0.00033086067020840113,123522.21657322667,22.5,69
129,65,2,0.8,0.02,-16.371,submerged,1,seawater_cp,B1,False,,B1,0.0003312866347452781,2.8882289211240208e-05,0.0001646502316137672,0.0005432286987411116,75463.35220924976,202.5,69
130,66,1,0.8,0.02,-16.371,submerged,1,seawater_cp,B1,False,,B1,0.0002187955302714424,2.0117278423863328e-05,0.00010350172160189888,0.00035968435730643545,114261.93199186686,202.5,69
131,66,2,0.8,0.02,-8.922,submerged,1,seawater_cp,B1,False,,B1,7.52503387356363e-05,6.747464763008072e-06,3.6449392398790134e-05,0.00012014039977762073,332224.418122928,22.5,69
132,67,1,0.8,0.02,-24.614,submerged,1,seawater_cp,B1,False,,B1,0.00018582087898592686,1.67696261102137e-05,8.667773318625838e-05,0.0003016114819479143,134538.16458318106,315.0,69
133,67,2,0.8,0.02,-16.371,submerged,1,seawater_cp,B1,False,,B1,0.000293818501296095,2.623699504694894e-05,0.0001362037094177491,0.0004773348515136042,85086.54114604682,135.0,69
134,68,1,0.8,0.02,-16.371,submerged,1,seawater_cp,B1,False,,B1,0.00024183678672030356,2.0816523816606215e-05,0.00012229103890063064,0.0003938267346050695,103375.50518694974,157.5,69
135,68,2,0.8,0.02,-8.922,submerged,1,seawater_cp,B1,False,,B1,8.216600357383399e-05,7.168657202271862e-06,4.1112480491675794e-05,0.0001336553459056883,304262.09031251125,0.0,69
136,69,1,0.8,0.02,-8.922,splash,1,free_corrosion,B1,False,,B1,0.014872431681778266,0.0005857748769758635,0.010771590322151338,0.019754270011217996,1680.9625039750595,270.0,69
137,69,2,0.8,0.02,-1.958,splash,1,free_corrosion,B1,False,,B1,0.01398912357691282,0.0006301072786887574,0.009773044714360019,0.01910843647476986,1787.102663190363,247.49999999999997,69
138,70,1,0.8,0.02,-1.958,splash,1,free_corrosion,B1,False,,B1,0.015720452047856815,0.0007289581573957433,0.011257182527681858,0.022007648091114836,1590.2850582091419,202.5,69
139,70,2,0.8,0.02,4.378,splash,1,free_corrosion,B1,False,,B1,0.017722902602181595,0.0007573114845196495,0.012256250259394025,0.024030436066212628,1410.60415221842,202.5,69
140,71,1,0.8,0.02,-8.922,splash,1,free_corrosion,B1,False,,B1,0.01731110315089927,0.0007366965558561346,0.013181214915246913,0.023634690419167173,1444.1598425055488,90.0,69
141,71,2,0.8,0.02,-1.958,splash,1,free_corrosion,B1,False,,B1,0.014766755761428774,0.0007415381680333734,0.010535952723954528,0.021011687396882868,1692.9920426598223,157.5,69
