member_id,zone,LC_V26_H3p5_T8,LC_V2_H0p5_T5,LC_V2_H0p5_T6,LC_V2_H1p0_T7,LC_V2_H1p0_T8,LC_V2_H1p5_T8,LC_V4_H0p5_T5,LC_V4_H0p5_T6,LC_V4_H1p0_T5,LC_V4_H1p0_T7,LC_V4_H1p0_T8,LC_V4_H1p5_T7,LC_V4_H1p5_T8,LC_V6_H0p5_T5,LC_V6_H0p5_T6,LC_V6_H1p0_T5,LC_V6_H1p0_T6,LC_V6_H1p0_T8,LC_V6_H1p5_T7,LC_V6_H1p5_T8,LC_V8_H0p5_T5,LC_V8_H0p5_T6,LC_V8_H1p0_T5,LC_V8_H1p0_T6,LC_V8_H1p5_T6,LC_V8_H1p5_T8,LC_V8_H2p0_T7,LC_V8_H2p0_T8,LC_V10_H0p5_T5,LC_V10_H0p5_T6,LC_V10_H1p0_T5,LC_V10_H1p0_T6,LC_V10_H1p5_T6,LC_V10_H2p0_T7,LC_V10_H2p0_T8,LC_V12_H0p5_T5,LC_V12_H1p0_T5,LC_V12_H1p0_T6,LC_V12_H1p5_T6,LC_V12_H2p0_T7,LC_V12_H2p5_T7,LC_V12_H2p5_T8,LC_V14_H0p5_T5,LC_V14_H1p0_T5,LC_V14_H1p0_T6,LC_V14_H1p5_T6,LC_V14_H2p0_T7,LC_V14_H2p5_T7,LC_V14_H2p5_T8,LC_V14_H3p0_T8,LC_V16_H1p0_T5,LC_V16_H1p5_T6,LC_V16_H2p0_T7,LC_V16_H2p5_T7,LC_V16_H2p5_T8,LC_V16_H3p0_T8,LC_V18_H1p5_T6,LC_V18_H2p0_T7,LC_V18_H2p5_T7,LC_V18_H3p0_T8,LC_V18_H3p5_T8,LC_V20_H2p0_T7,LC_V20_H2p5_T7,LC_V20_H3p0_T8,LC_V20_H3p5_T8,LC_V22_H2p5_T7,LC_V22_H3p0_T8,LC_V22_H3p5_T8,LC_V24_H3p5_T8,worst_bin,worst_bin_damage
26,splash,4.0885771082225084e-08,1.1399135540838895e-08,1.1326400722536956e-08,1.1422855990638754e-08,1.1346573531579137e-08,1.1499390141036881e-08,1.242365741719346e-08,1.232864969168042e-08,1.3072011312001977e-08,1.2488909132871629e-08,1.2378484772889378e-08,1.2848886939438162e-08,1.2600276042619248e-08,9.177741440315036e-09,9.07031168407736e-09,9.773343235326612e-09,9.406834146703365e-09,9.094958852270195e-09,9.525861714311966e-09,9.289628800533103e-09,7.781748611275232e-09,7.737262581065314e-09,8.137562930126503e-09,7.911424552164728e-09,8.303986672789087e-09,7.851932421759358e-09,8.350990273521499e-09,8.05258748207203e-09,2.0284656605443665e-08,2.0166930741144613e-08,2.079675448881016e-08,2.039407160712762e-08,2.087044352079436e-08,2.0783853776982603e-08,2.0320742334206594e-08,5.6381182932608136e-08,5.6948660643529305e-08,5.6430521900146645e-08,5.69252825100402e-08,5.679278867687406e-08,5.7319820223287806e-08,5.658874466383487e-08,9.379423398625356e-08,9.480039706677698e-08,9.402700985883155e-08,9.490406315847056e-08,9.458865397774456e-08,9.531972185363829e-08,9.414612106380615e-08,9.459771761910008e-08,8.222484147503624e-08,8.191652889130103e-08,8.134329646557784e-08,8.179196257470532e-08,8.059213989052332e-08,8.081848373377713e-08,1.1303581620737872e-07,1.120673272459427e-07,1.1285361381375241e-07,1.1144328335903009e-07,1.1196887282857476e-07,1.4235321535553402e-07,1.4357583658496315e-07,1.4168686909002453e-07,1.422337987662338e-07,1.2508321618954586e-07,1.2358138049101373e-07,1.2441760069016168e-07,1.8358943393622557e-07,LC_V24_H3p5_T8,1.8358943393622557e-07
27,splash,3.114432637983423e-08,9.066606238468223e-09,9.006964425404751e-09,9.076431897167315e-09,9.016641052246562e-09,9.123457729071991e-09,9.16338618395037e-09,9.093474634940326e-09,9.645876262578481e-09,9.216041608123744e-09,9.135164791695282e-09,9.48706316823725e-09,9.302344881681919e-09,5.973694352596286e-09,5.899672528212254e-09,6.41229315942082e-09,6.136148962676843e-09,5.917906077412522e-09,6.211583762386096e-09,6.046200054449274e-09,5.578439235801687e-09,5.547447782470739e-09,5.854182368791243e-09,5.689772170427222e-09,5.9693043570385855e-09,5.658859174236848e-09,6.008480995740568e-09,5.806572787858543e-09,1.0755450238573352e-08,1.067234005722971e-08,1.1176277606442898e-08,1.0904071835264803e-08,1.1253300679199096e-08,1.1231730897685032e-08,1.0962289162388432e-08,3.8686279319356984e-08,3.927047146326455e-08,3.8851874744057136e-08,3.933401340683748e-08,3.9264286793347475e-08,3.9683706433704624e-08,3.910463301808662e-08,6.693113856143529e-08,6.769093135731334e-08,6.716323706554276e-08,6.778087522822657e-08,6.76237308460208e-08,6.812112973887818e-08,6.74066279542419e-08,6.76920740610473e-08,5.412260373433336e-08,5.402833763805022e-08,5.3753244342510064e-08,5.415610254612369e-08,5.349237352765271e-08,5.364160744096961e-08,7.078622478697962e-08,7.045565772489783e-08,7.11575656694721e-08,7.052547637077988e-08,7.105032110592597e-08,9.18432007083388e-08,9.296386834688352e-08,9.208663149743449e-08,9.267683603922247e-08,8.359123320189052e-08,8.287293866382158e-08,8.366224188957208e-08,1.247063527675747e-07,LC_V24_H3p5_T8,1.247063527675747e-07
28,atmospheric,9.764952666735658e-11,2.487891194491903e-11,2.4794595218188292e-11,2.49138120676327e-11,2.4811006822008813e-11,2.5056793240975376e-11,1.7285851526250495e-11,1.7079704039505724e-11,1.8583961441156492e-11,1.7355102529975056e-11,1.713358218354415e-11,1.8015083933730524e-11,1.753069857332726e-11,1.0354445663186664e-11,1.0194080614164865e-11,1.1298962309196408e-11,1.0704322046469662e-11,1.0213840175830563e-11,1.0859095332686114e-11,1.0489720751650693e-11,2.12427736486192e-11,2.1190648750941e-11,2.1805030572442133e-11,2.1360082341998564e-11,2.1991223164500573e-11,2.1236332299953082e-11,2.198766485551937e-11,2.1450870899547596e-11,9.397493135904698e-11,9.278092818142576e-11,9.848826698859981e-11,9.569260115922319e-11,9.902882655499072e-11,9.846022274555641e-11,9.565462214309323e-11,4.893940700102359e-10,4.95862914731846e-10,4.895996111094632e-10,4.943298553517222e-10,4.911372508491537e-10,4.951621257466642e-10,4.866637604099403e-10,1.0526448257465225e-09,1.062856362816966e-09,1.0544120909468638e-09,1.0622222425967664e-09,1.057259098251315e-09,1.0640213592053192e-09,1.0517802891188069e-09,1.055525769731833e-09,7.349918207964595e-10,7.28127503076825e-10,7.192361742308664e-10,7.207822794444926e-10,7.133569624772663e-10,7.100593238622038e-10,1.0966428170286372e-09,1.0801010024150333e-09,1.084980077165754e-09,1.0649777852799048e-09,1.065183958103163e-09,1.433627851452562e-09,1.4451439498098569e-09,1.4168112540670357e-09,1.4185680873011385e-09,1.0210728583864775e-09,1.004142290657347e-09,1.0073128465385333e-09,1.7458065364276783e-09,LC_V24_H3p5_T8,1.7458065364276783e-09
29,submerged,1.6634606253498686e-10,3.725689765084002e-11,3.7725948572753416e-11,3.7524645397235947e-11,3.7892586277076603e-11,3.803398527572264e-11,4.831628375855388e-11,4.817504298961219e-11,5.1193680127953394e-11,4.933728203377029e-11,4.885174128592838e-11,5.1945438648237195e-11,5.071628578912204e-11,4.2938358630885145e-11,4.2724558881325125e-11,4.589191784847785e-11,4.4623076402288914e-11,4.313821781721387e-11,4.6188838604230815e-11,4.471879928848374e-11,6.902379569952066e-11,6.880011689340626e-11,7.245408352322394e-11,7.089281078009966e-11,7.556385126324785e-11,7.262692668362243e-11,7.902682157499368e-11,7.67147802927954e-11,3.7026388130545043e-10,3.6870176812213225e-10,3.774000447843285e-10,3.7295174572036534e-10,3.8435083752547104e-10,3.9166823181551496e-10,3.8178187095254806e-10,1.1880187929958904e-09,1.2111785590846237e-09,1.1927461027274703e-09,1.2163145998279439e-09,1.216898337157031e-09,1.2515210783299268e-09,1.2168701270441945e-09,2.3069514463200528e-09,2.347522362731136e-09,2.3241680314631737e-09,2.3712770902718845e-09,2.3786429537890006e-09,2.4394742848988925e-09,2.3738273290608127e-09,2.4291000430604144e-09,2.278129823122192e-09,2.254140753631838e-09,2.228481671624026e-09,2.25454029709402e-09,2.2152639318967996e-09,2.2332153119432307e-09,3.6620445766115026e-09,3.64165397266861e-09,3.677677292153523e-09,3.655953449676889e-09,3.7094194643399804e-09,5.2163837962046e-09,5.23904304188022e-09,5.178872704344521e-09,5.212901379859714e-09,4.32285969703707e-09,4.292473253629365e-09,4.372672886383707e-09,8.125342818911076e-09,LC_V24_H3p5_T8,8.125342818911076e-09
30,splash,3.096027986204342e-08,1.053316956283127e-08,1.0566112037066368e-08,1.0515887244758065e-08,1.0546829284902531e-08,1.0523477439706216e-08,1.6494970379853477e-08,1.6428986714812977e-08,1.6979038040867025e-08,1.6539482127699575e-08,1.6461077169410853e-08,1.6808778687346856e-08,1.662237901327487e-08,1.318881365779501e-08,1.3123258673461003e-08,1.3608383791702034e-08,1.3335452263594587e-08,1.311588170488525e-08,1.3411606980113711e-08,1.3234150211972795e-08,1.3057598812703457e-08,1.3006119044052457e-08,1.339801556417881e-08,1.3189171529112809e-08,1.3520979535507122e-08,1.3166699519527694e-08,1.3580654388779982e-08,1.3352294780484415e-08,2.7107981321944347e-08,2.703589703388198e-08,2.7412149050835614e-08,2.7142057585797624e-08,2.744529029930254e-08,2.7412322979744343e-08,2.7099288047913146e-08,6.768707211939708e-08,6.827047130979893e-08,6.777646903118821e-08,6.823940394074258e-08,6.802114462449519e-08,6.852354806043612e-08,6.772469209053288e-08,1.0494362539716273e-07,1.0548264385579556e-07,1.0493460636452466e-07,1.0536475482658505e-07,1.0496503849463802e-07,1.0538866103097677e-07,1.0452499025707923e-07,1.0475688746606454e-07,1.0636735102750065e-07,1.0572357942794099e-07,1.0496605604085443e-07,1.0512501385038957e-07,1.044544301581764e-07,1.0423655998352067e-07,1.4540014553601506e-07,1.4472587286383631e-07,1.4507874941558257e-07,1.442182428815494e-07,1.4459742950960716e-07,1.8725004577723703e-07,1.874165919447262e-07,1.8622012812857817e-07,1.8628823043147498e-07,1.770972544839402e-07,1.759010810388697e-07,1.7647159512075316e-07,2.668756718346234e-07,LC_V24_H3p5_T8,2.668756718346234e-07
31,splash,2.4068845736647437e-08,8.447896282303763e-09,8.468468901878121e-09,8.427841762357969e-09,8.449708879745868e-09,8.425589867500493e-09,1.2379859832083665e-08,1.2324965920984216e-08,1.2775100410385045e-08,1.24028069970159e-08,1.2342401146643525e-08,1.259969641185786e-08,1.2453569900804344e-08,9.233975229042823e-09,9.167168509715308e-09,9.631860509651987e-09,9.374513766871221e-09,9.179755298588127e-09,9.44178889853689e-09,9.290846086571686e-09,9.586952902597165e-09,9.546254375410212e-09,9.861916587425244e-09,9.680770683806987e-09,9.925681262125779e-09,9.627347407110763e-09,9.91741499396989e-09,9.736933719345819e-09,1.6339608022448957e-08,1.6268049855434643e-08,1.6757439700474033e-08,1.6481905656931534e-08,1.6835865201587935e-08,1.6814598430203117e-08,1.6538402037139567e-08,4.5332629655135844e-08,4.586730210483265e-08,4.5474451697460503e-08,4.5907782965625845e-08,4.582185482036719e-08,4.6204493916482704e-08,4.5657838208505226e-08,7.329493046338501e-08,7.381624029312124e-08,7.340450190618652e-08,7.383560390985249e-08,7.365247266733473e-08,7.40138114146784e-08,7.342687130334254e-08,7.361537243087572e-08,7.120659460752396e-08,7.104680482809607e-08,7.077402924454411e-08,7.099768350699884e-08,7.046456075488134e-08,7.051486474826264e-08,9.145482166834168e-08,9.120642542988388e-08,9.164923374194509e-08,9.122042308123364e-08,9.159004503789353e-08,1.1645268588600141e-07,1.168375299159619e-07,1.1635750832834384e-07,1.1664981529767245e-07,1.1089183065673724e-07,1.1040582239259684e-07,1.1087962517716411e-07,1.7246659774583355e-07,LC_V24_H3p5_T8,1.7246659774583355e-07
32,atmospheric,6.625236125903614e-11,2.4673549196311315e-11,2.4918279651257916e-11,2.453741318940841e-11,2.4785887288517328e-11,2.4437020047881253e-11,2.4936152249771198e-11,2.4849023589909445e-11,2.5855664854839806e-11,2.498714667597904e-11,2.4861120320038537e-11,2.5449891065121156e-11,2.509613105765175e-11,1.909994358693092e-11,1.8936550282378662e-11,2.0183890573746336e-11,1.9451681970766138e-11,1.889013637626751e-11,1.9605030191037182e-11,1.913743716082611e-11,4.2423925622398544e-11,4.234028776742323e-11,4.347012360211227e-11,4.262184836058573e-11,4.372180661680095e-11,4.2433539669724137e-11,4.364463113145194e-11,4.277689741670239e-11,1.613495368182108e-10,1.6039322091395217e-10,1.652937149916985e-10,1.6238739009068844e-10,1.6561310209962225e-10,1.6503119836554164e-10,1.6209601351711434e-10,5.865291891155779e-10,5.936714578165508e-10,5.869024383579021e-10,5.927892896261992e-10,5.89477063797144e-10,5.944007028240268e-10,5.842536921731131e-10,1.147103396753915e-09,1.1509750569481078e-09,1.1455234336759098e-09,1.1479402162241989e-09,1.141362682161612e-09,1.1444292543764564e-09,1.1341343566979445e-09,1.1346753412969168e-09,1.1216346509756945e-09,1.112610966420989e-09,1.1002634679170463e-09,1.0991370905049762e-09,1.0877619816749281e-09,1.083577061342002e-09,1.4285899557851876e-09,1.4147036599744296e-09,1.4129521563910683e-09,1.396621296206994e-09,1.3956823771976092e-09,1.8557830743504526e-09,1.850401196163555e-09,1.8269071699918246e-09,1.8200266791663672e-09,1.4859308544191993e-09,1.4679968129847859e-09,1.4658354583772776e-09,2.7864597813025127e-09,LC_V24_H3p5_T8,2.7864597813025127e-09
33,submerged,5.163549144891293e-13,1.1427430908657083e-15,1.1709729489314731e-15,2.7714872984456278e-15,3.020306337511504e-15,8.508502822000753e-15,5.7040291954802576e-15,5.802496659211e-15,8.911961370638394e-15,1.0013637684771087e-14,1.0538661597478565e-14,2.0153782974317998e-14,2.185634683993439e-14,4.310473722408646e-14,4.351958485580655e-14,5.1902110583579706e-14,5.363714582862349e-14,5.6556895687176676e-14,7.966660357760239e-14,8.337571350112425e-14,8.506212838728922e-14,8.564031410044297e-14,1.000815136026638e-13,1.0254557164784164e-13,1.3492859671892382e-13,1.4940850518150978e-13,2.0793036444663428e-13,2.2238497428521248e-13,2.843615520438444e-12,2.8399817850472572e-12,2.9067781516914103e-12,2.9023324725900877e-12,3.04874708223437e-12,3.314721167064596e-12,3.336812057192481e-12,3.8805434200468796e-12,3.959389440713834e-12,3.933688510389662e-12,4.125648747841495e-12,4.476355282512593e-12,5.008926659699839e-12,5.068328087347728e-12,5.829468297828964e-12,5.9143907359842366e-12,5.8948250850137865e-12,6.1181352271954336e-12,6.516135978448795e-12,7.125292970544459e-12,7.199344104568003e-12,8.117806678853508e-12,7.200939486166e-12,7.354366310493706e-12,7.725828575155073e-12,8.10099753847162e-12,8.13765496041831e-12,9.160325401814775e-12,1.6185697621623437e-11,1.6833020756718967e-11,1.7828297309198973e-11,1.9560259181551926e-11,2.165825845124412e-11,2.0275876600487366e-11,2.1294721941674045e-11,2.3065100959902837e-11,2.5223813422267136e-11,1.7770527374472594e-11,1.9206575819313422e-11,2.125698566686742e-11,2.7585416815896297e-11,LC_V24_H3p5_T8,2.7585416815896297e-11
34,submerged,5.211997952949644e-14,2.123290331156711e-15,2.1280528284126e-15,2.18699148802136e-15,2.174594112228488e-15,2.3063391163758654e-15,6.0244774334402525e-15,5.983702929362623e-15,6.467469811510325e-15,6.204099231709273e-15,6.123354877148062e-15,6.715295940025345e-15,6.551206147395765e-15,1.7648638318521998e-14,1.7573928343853107e-14,1.8257054246018598e-14,1.803670407392706e-14,1.7605024415379657e-14,1.866881937999414e-14,1.8238435065642423e-14,3.950232261851571e-14,3.934671591403321e-14,4.051694526634411e-14,4.00518625254028e-14,4.168893192904199e-14,4.0273306635488794e-14,4.297277328728668e-14,4.1921860994854966e-14,5.219643192560809e-13,5.196337558669761e-13,5.2300158762748e-13,5.174525905530262e-13,5.198534108035979e-13,5.160659940225288e-13,5.078495968385024e-13,7.418004345558484e-13,7.38892838533166e-13,7.342126533607637e-13,7.351782061849617e-13,7.336771483993375e-13,7.436819009248904e-13,7.310926267274615e-13,1.1155977613716929e-12,1.1090907020264884e-12,1.1014995828917333e-12,1.0969195346921238e-12,1.0844872845819564e-12,1.0910247439090128e-12,1.073126119941809e-12,1.0826797961796204e-12,1.6907877862374855e-12,1.6507063973946368e-12,1.6132989675597063e-12,1.6093706380292516e-12,1.5887644703831243e-12,1.5840933154654769e-12,3.4482131727694474e-12,3.388703461186205e-12,3.379151530194202e-12,3.3168040841352535e-12,3.324888255536955e-12,5.193168464438823e-12,5.1202835984602135e-12,4.99889181308136e-12,4.957967145143309e-12,5.337414212212738e-12,5.262503417162363e-12,5.2356507924189756e-12,8.340352044711164e-12,LC_V24_H3p5_T8,8.340352044711164e-12
35,submerged,4.886769368882157e-13,1.1600188838565379e-15,1.194197460585589e-15,2.7964925035627394e-15,3.0211411845902418e-15,8.611527734910165e-15,5.7022016568848845e-15,5.732177624223511e-15,8.811237285220844e-15,9.814448744089793e-15,1.0365367858255053e-14,1.9569346965713994e-14,2.1518548866228106e-14,3.9494522897329056e-14,3.9802407779501e-14,4.8853215907555135e-14,5.050557011066815e-14,5.235701654555126e-14,7.668647089274586e-14,7.940483316447673e-14,7.216925182624641e-14,7.192875531282929e-14,8.531076543553267e-14,8.601637120697015e-14,1.148850880710215e-13,1.2211160810316878e-13,1.7510480479494452e-13,1.837585341676512e-13,2.133339918975614e-12,2.1298906923667966e-12,2.16315918388188e-12,2.1629231402204747e-12,2.269142107791375e-12,2.4877658316502365e-12,2.5102031512458214e-12,3.059441904776336e-12,3.1347296527312713e-12,3.1188283240359507e-12,3.2906138588884366e-12,3.6092053243831675e-12,4.076079410236199e-12,4.149763160274234e-12,4.510726171190906e-12,4.586959002379669e-12,4.559677022193756e-12,4.749399288509059e-12,5.086661771308707e-12,5.622343908996293e-12,5.7085210914426395e-12,6.5418974309120246e-12,6.0420369913324734e-12,6.224956720995457e-12,6.605082328849631e-12,6.974633200192038e-12,7.057596243307827e-12,8.048665174357e-12,1.2870562250127466e-11,1.333443935821383e-11,1.4210214278479894e-11,1.5490358271821727e-11,1.7296912626066528e-11,1.648710426313791e-11,1.7464658942293552e-11,1.8961241799330405e-11,2.102685831199141e-11,1.554884632763583e-11,1.7026434447281565e-11,1.8790567769445e-11,2.5775380043098642e-11,LC_V24_H3p5_T8,2.5775380043098642e-11
36,submerged,5.062790972451351e-14,1.8709579287988566e-15,1.8732670276926078e-15,1.9538247196491697e-15,1.936435950929574e-15,2.1095104424956287e-15,6.1361462165766174e-15,6.079543239255177e-15,6.731929547129224e-15,6.3663773355363335e-15,6.264841822915856e-15,6.989411554663843e-15,6.76454836710112e-15,1.76060998159959e-14,1.7534657513325798e-14,1.8084986722720878e-14,1.7867550014264202e-14,1.7427404711804604e-14,1.8364700207886447e-14,1.7952985473648285e-14,4.1010634398551525e-14,4.090692480331336e-14,4.2071639818205823e-14,4.170144976013599e-14,4.343638192006739e-14,4.265120636089447e-14,4.536811094893308e-14,4.483574773366982e-14,4.4529842689575527e-13,4.438161965988881e-13,4.4656678114165125e-13,4.423897127661516e-13,4.453359721580684e-13,4.432476520944791e-13,4.3743088003277974e-13,7.424421308762627e-13,7.416594389738505e-13,7.372395089765942e-13,7.397456568350121e-13,7.39277486373928e-13,7.508225290665475e-13,7.399232057184524e-13,1.2073420858752824e-12,1.2109730515326705e-12,1.202999155340366e-12,1.2086128665739286e-12,1.2035358494044727e-12,1.2177183063498994e-12,1.1964117665191451e-12,1.2131971022666836e-12,1.7200404948634868e-12,1.6777729826191133e-12,1.640959097063546e-12,1.6454920184354775e-12,1.6176615388974587e-12,1.6175267407931642e-12,3.603434208442959e-12,3.5290209920864515e-12,3.5041746903324545e-12,3.45108088245473e-12,3.4563378834313677e-12,5.239644501074593e-12,5.1755683164274775e-12,5.0902931795319165e-12,5.064771688751279e-12,5.0479698006606344e-12,4.953021135934483e-12,4.91463616117747e-12,7.3201602786866e-12,LC_V24_H3p5_T8,7.3201602786866e-12
37,submerged,2.87124018168867e-12,5.198832825650363e-14,5.1936311962591445e-14,5.713236679865781e-14,5.942789661235808e-14,7.50575997210804e-14,2.364340605262588e-13,2.3502825267452464e-13,2.553495328354108e-13,2.5279378585235597e-13,2.5758303867226824e-13,2.869003644287591e-13,3.022372881226995e-13,8.518288640799822e-13,8.502171308707757e-13,8.769451271740992e-13,8.749196266142909e-13,8.897347260371475e-13,9.51018626272555e-13,9.903368065347278e-13,2.806212961403931e-12,2.8051546004653814e-12,2.8280624125397194e-12,2.837375371386424e-12,2.930772094766707e-12,3.0966048131763045e-12,3.2171676293914526e-12,3.4135847519339103e-12,2.8686198391258287e-11,2.860989293898556e-11,2.8369954204444568e-11,2.8227261457090928e-11,2.808151352726381e-11,2.8325723382311238e-11,2.868216017672723e-11,4.6372791369154066e-11,4.601369882282071e-11,4.5873659309718546e-11,4.579726070563688e-11,4.660503826233686e-11,4.7759854532551775e-11,4.942905912916211e-11,5.7866817643080065e-11,5.729592921967167e-11,5.7165840281088875e-11,5.6866807584120955e-11,5.735580322399881e-11,5.831190161527715e-11,5.988182423576185e-11,6.228113798796716e-11,7.564154581952088e-11,7.425851986607564e-11,7.405553323984605e-11,7.463081824530539e-11,7.576025498811715e-11,7.797890752706454e-11,1.6684001106666913e-10,1.64123650384089e-10,1.6395466597658175e-10,1.6678212267214074e-10,1.703889019963752e-10,2.412356221898305e-10,2.3944589509299873e-10,2.395375728763331e-10,2.4305611296832246e-10,2.2496641989342023e-10,2.2795010637042383e-10,2.314116541497008e-10,3.8134003100822866e-10,LC_V24_H3p5_T8,3.8134003100822866e-10
38,submerged,8.168350402515078e-12,9.444861154180883e-13,9.49642447822514e-13,9.833391284480335e-13,9.828609852939316e-13,1.0574683215687167e-12,1.838297079139199e-12,1.8265409149398073e-12,2.042705494841922e-12,1.939027217229785e-12,1.9112344182380298e-12,2.17230281789428e-12,2.11203469227262e-12,2.8697582628452775e-12,2.8470995665003836e-12,3.132542340021562e-12,3.058794195050633e-12,2.9422801511952598e-12,3.3342381579381117e-12,3.2257473145275777e-12,4.8405858118951214e-12,4.832947429907552e-12,5.169811833958663e-12,5.1202402687068436e-12,5.65075410791294e-12,5.4804581248897034e-12,6.235537225685297e-12,6.188599304720692e-12,5.5945086674618876e-11,5.5675041051152806e-11,5.6581673972228183e-11,5.5969640844754705e-11,5.724792667405283e-11,5.860822599369332e-11,5.773285216051516e-11,1.0145835214871244e-10,1.0194698420097263e-10,1.0151703663345539e-10,1.0339048463384842e-10,1.0645407157913671e-10,1.1136417375968332e-10,1.1158037038077564e-10,1.422889566009299e-10,1.4339792098066863e-10,1.4336419031236138e-10,1.4628856948593561e-10,1.502497619752915e-10,1.572014887005923e-10,1.5615765389094625e-10,1.6510933778055147e-10,1.628214961604836e-10,1.6159110714368828e-10,1.6192663235176036e-10,1.6628663155978636e-10,1.6401320247757064e-10,1.7022831987389123e-10,3.4168196268910963e-10,3.393598230577986e-10,3.4529365880551063e-10,3.50187542146008e-10,3.629300900962368e-10,4.612049080049044e-10,4.656729674424436e-10,4.648476751627043e-10,4.770539551726793e-10,3.855534898480085e-10,3.90114700060114e-10,4.019508254023027e-10,6.042059393686073e-10,LC_V24_H3p5_T8,6.042059393686073e-10
39,submerged,2.4949455175830946e-12,3.8971685303929183e-14,3.925350444012783e-14,4.3623529277884815e-14,4.5973319084752036e-14,5.891896327472665e-14,2.077762594259874e-13,2.0741192012571083e-13,2.2138196902282638e-13,2.2384957764476174e-13,2.299653392630337e-13,2.5394720966762907e-13,2.704607844994606e-13,9.168625895366155e-13,9.166190988149776e-13,9.383648411102205e-13,9.395558321998296e-13,9.56862981988854e-13,1.0095975338344354e-12,1.04077395401934e-12,3.0772528674751304e-12,3.073278476449302e-12,3.120890289150313e-12,3.1222317555354643e-12,3.2258174265138595e-12,3.4261365626423678e-12,3.562864838732964e-12,3.782826112008864e-12,3.106100509177529e-11,3.101548929752794e-11,3.0864932729626124e-11,3.076696345945947e-11,3.075562378092646e-11,3.139523505960753e-11,3.19693217718706e-11,5.432275180091134e-11,5.394732636843899e-11,5.3774629421182314e-11,5.3647839341379775e-11,5.446034480741465e-11,5.5633806383474676e-11,5.699010489052161e-11,7.762340952150061e-11,7.729518629732487e-11,7.709067266029492e-11,7.699042264177594e-11,7.761283841151601e-11,7.886572017659057e-11,8.017345033868271e-11,8.286083648058505e-11,1.0747251631015817e-10,1.049704556337618e-10,1.0399021786355218e-10,1.0351408685264389e-10,1.0430465003717461e-10,1.0618569325701119e-10,2.2848467794314066e-10,2.266793405003626e-10,2.2695460398329896e-10,2.3232818712496575e-10,2.37060227485749e-10,3.380010034096678e-10,3.360860459379695e-10,3.420682489002151e-10,3.466562889811349e-10,3.243113948838287e-10,3.263345353095217e-10,3.288178793491045e-10,4.990395248150143e-10,LC_V24_H3p5_T8,4.990395248150143e-10
40,submerged,6.8893520291453396e-12,7.705066996797032e-13,7.73752431565357e-13,8.112728276337746e-13,8.085690399525526e-13,8.81292651537915e-13,1.459350420528309e-12,1.4519252959028569e-12,1.6038765849019772e-12,1.5356406459110995e-12,1.521942385529824e-12,1.7112941925355677e-12,1.675033112962592e-12,2.75572136343954e-12,2.744696951786874e-12,2.9537142349621965e-12,2.906177471233529e-12,2.8252363203711576e-12,3.137215325837881e-12,3.0902851849999676e-12,5.226132874910874e-12,5.2329958742863395e-12,5.44005628720876e-12,5.4397661957577196e-12,5.862441885502579e-12,6.039652553464366e-12,6.666394293124917e-12,6.809607529724445e-12,5.677891116608651e-11,5.6580906396434005e-11,5.767203528225381e-11,5.7157369423560876e-11,5.873123900352053e-11,6.057263662651971e-11,6.036405453625845e-11,1.1582599311954928e-10,1.1647967713709346e-10,1.1618599268192854e-10,1.1811305295165728e-10,1.2124605624241326e-10,1.26208656272948e-10,1.2595653090077864e-10,1.9349781257364912e-10,1.9526990564355322e-10,1.9453184136998005e-10,1.9755754822985968e-10,2.008261554187659e-10,2.072881801991408e-10,2.0516313180543214e-10,2.134308373427299e-10,2.368549736562099e-10,2.33248459547281e-10,2.3202156672351356e-10,2.3775158413374824e-10,2.352325620152156e-10,2.418511183896261e-10,4.658337897889329e-10,4.617374049278776e-10,4.6490725326089487e-10,4.69934429906765e-10,4.84100175113035e-10,6.135755967706432e-10,6.14016876130852e-10,6.206878221386315e-10,6.332624925978988e-10,5.777637303662415e-10,5.799005975168926e-10,5.905915489628648e-10,8.39438403702827e-10,LC_V24_H3p5_T8,8.39438403702827e-10
