member_id,zone,LC_V26_H3p5_T8,LC_V2_H0p5_T5,LC_V2_H0p5_T6,LC_V2_H1p0_T7,LC_V2_H1p0_T8,LC_V2_H1p5_T8,LC_V4_H0p5_T5,LC_V4_H0p5_T6,LC_V4_H1p0_T5,LC_V4_H1p0_T7,LC_V4_H1p0_T8,LC_V4_H1p5_T7,LC_V4_H1p5_T8,LC_V6_H0p5_T5,LC_V6_H0p5_T6,LC_V6_H1p0_T5,LC_V6_H1p0_T6,LC_V6_H1p0_T8,LC_V6_H1p5_T7,LC_V6_H1p5_T8,LC_V8_H0p5_T5,LC_V8_H0p5_T6,LC_V8_H1p0_T5,LC_V8_H1p0_T6,LC_V8_H1p5_T6,LC_V8_H1p5_T8,LC_V8_H2p0_T7,LC_V8_H2p0_T8,LC_V10_H0p5_T5,LC_V10_H0p5_T6,LC_V10_H1p0_T5,LC_V10_H1p0_T6,LC_V10_H1p5_T6,LC_V10_H2p0_T7,LC_V10_H2p0_T8,LC_V12_H0p5_T5,LC_V12_H1p0_T5,LC_V12_H1p0_T6,LC_V12_H1p5_T6,LC_V12_H2p0_T7,LC_V12_H2p5_T7,LC_V12_H2p5_T8,LC_V14_H0p5_T5,LC_V14_H1p0_T5,LC_V14_H1p0_T6,LC_V14_H1p5_T6,LC_V14_H2p0_T7,LC_V14_H2p5_T7,LC_V14_H2p5_T8,LC_V14_H3p0_T8,LC_V16_H1p0_T5,LC_V16_H1p5_T6,LC_V16_H2p0_T7,LC_V16_H2p5_T7,LC_V16_H2p5_T8,LC_V16_H3p0_T8,LC_V18_H1p5_T6,LC_V18_H2p0_T7,LC_V18_H2p5_T7,LC_V18_H3p0_T8,LC_V18_H3p5_T8,LC_V20_H2p0_T7,LC_V20_H2p5_T7,LC_V20_H3p0_T8,LC_V20_H3p5_T8,LC_V22_H2p5_T7,LC_V22_H3p0_T8,LC_V22_H3p5_T8,LC_V24_H3p5_T8,worst_bin,worst_bin_damage
56,submerged,4.129534050356506e-12,1.2043834345649446e-13,1.1977412047418648e-13,1.2325929078734302e-13,1.2355057114082744e-13,1.4166895151329726e-13,2.645778466793466e-13,2.6291954763240597e-13,2.8618745372452147e-13,2.7931400907340304e-13,2.7782251549547284e-13,3.1277566773248806e-13,3.1839878081161754e-13,6.035890153376816e-13,6.035329105048287e-13,6.258871145582913e-13,6.307164136309381e-13,6.353045715733034e-13,7.414437997069511e-13,7.624345249023637e-13,1.6999229710367085e-12,1.7087542311743293e-12,1.7730658322185625e-12,1.8126968507257118e-12,1.9940845783481946e-12,2.2114344579259567e-12,2.577933174123066e-12,2.7658839482769446e-12,1.3620782626778712e-11,1.3622166195189653e-11,1.37636457174397e-11,1.3878881640545307e-11,1.4415093236504259e-11,1.5810790925223315e-11,1.6166184054021733e-11,2.3577085729762994e-11,2.3706355409449153e-11,2.3909401350668265e-11,2.4613060415050708e-11,2.656110155844283e-11,2.867852485583632e-11,2.9309425833961986e-11,4.0440079982622233e-11,4.0797492349930774e-11,4.102523543993981e-11,4.1881644710294984e-11,4.377187961385411e-11,4.655029304659066e-11,4.707332694912257e-11,5.10928895438216e-11,4.938458380540495e-11,4.973969306563154e-11,5.1672279549744304e-11,5.374764745609813e-11,5.444946819173748e-11,5.8086146658593935e-11,1.0978376829144468e-10,1.1139143212425986e-10,1.1461747118636415e-10,1.2183342417716052e-10,1.3027369245899362e-10,1.5753796118687976e-10,1.6075285801444443e-10,1.695487105068234e-10,1.7987043514661887e-10,1.5264516351670862e-10,1.580748375853745e-10,1.6598798896571541e-10,2.3595525721386354e-10,LC_V24_H3p5_T8,2.3595525721386354e-10
57,submerged,6.973608512369287e-12,6.480492265516187e-13,6.53320201940327e-13,6.492635735294934e-13,6.523504615729736e-13,6.538992441961973e-13,1.1964926517979797e-12,1.1905383171943834e-12,1.2582273880791245e-12,1.209602167936758e-12,1.1970137175371934e-12,1.2591588032211818e-12,1.2306873702737042e-12,1.7750200381298864e-12,1.7592560465935322e-12,1.859364429869192e-12,1.8523117010370736e-12,1.826729970729176e-12,2.072490104122537e-12,2.054944795492386e-12,3.2248838744837473e-12,3.2100902789998305e-12,3.335258958914869e-12,3.2776162351869326e-12,3.417772258568092e-12,3.28267596640115e-12,3.768889986964913e-12,3.8705302041762194e-12,3.870896412383812e-11,3.852304765613229e-11,3.9305364540232767e-11,3.891269333627565e-11,3.997936823121671e-11,4.1406859489207563e-11,4.1047962041578126e-11,6.598321771601568e-11,6.622105789094369e-11,6.597588145373746e-11,6.715706676283146e-11,6.931472850764275e-11,7.285853279669921e-11,7.248100702019273e-11,1.0328536811507829e-10,1.0407342780228804e-10,1.0406356043705379e-10,1.059165809537255e-10,1.088881745963491e-10,1.1342211550454488e-10,1.1307552749079969e-10,1.1928499259784268e-10,1.3824008750567423e-10,1.3506791117880072e-10,1.3212428909338235e-10,1.300904242946186e-10,1.2875587337671156e-10,1.2717302967376448e-10,2.5100600053437053e-10,2.473139384385185e-10,2.464948317117607e-10,2.4298255985361375e-10,2.522837618927409e-10,3.68754916801099e-10,3.63043561643968e-10,3.5586518640670055e-10,3.54294535881435e-10,3.56490092998433e-10,3.498674720745327e-10,3.470979366067683e-10,5.958260142079299e-10,LC_V24_H3p5_T8,5.958260142079299e-10
58,submerged,4.409739972267917e-12,1.5551123243752843e-13,1.5614102194312675e-13,1.5673331277386138e-13,1.5718297525203368e-13,1.6994122530047755e-13,3.1198824427177225e-13,3.111887114001518e-13,3.296207959594632e-13,3.283659710901397e-13,3.278741852836014e-13,3.605701591187896e-13,3.631313888205089e-13,5.695999792595626e-13,5.693603662966353e-13,5.932956839641754e-13,5.92517026953405e-13,5.907746098908806e-13,6.747062308363621e-13,6.906935014277657e-13,1.5861010398461171e-12,1.5877660626660383e-12,1.6121752689845675e-12,1.633725372725495e-12,1.7725588014480554e-12,1.850530557158685e-12,2.1686748548332675e-12,2.242051690082927e-12,1.2630870126037806e-11,1.2586961057214649e-11,1.2562721317047606e-11,1.2464243298948482e-11,1.245598328947745e-11,1.3148589932521345e-11,1.3341904328593682e-11,2.2374724107812355e-11,2.2359975004672442e-11,2.2311275353114435e-11,2.255704519079208e-11,2.378278196135937e-11,2.5559295116325854e-11,2.6300915769327184e-11,3.72155150731466e-11,3.721776493414045e-11,3.71449502717309e-11,3.74743027434521e-11,3.839168929977438e-11,3.994196874474961e-11,4.0162383189520804e-11,4.3039545543868e-11,4.968156537937826e-11,4.9731302287631573e-11,5.125148003746483e-11,5.314837732483471e-11,5.430396580090549e-11,5.789461579724613e-11,1.0204025844438803e-10,1.0148407259426482e-10,1.0462797760232315e-10,1.0978272587311363e-10,1.1637016768725784e-10,1.5019116639524604e-10,1.5308294300045761e-10,1.5939614997343952e-10,1.6626721399777935e-10,1.6315202190275788e-10,1.7137625639861148e-10,1.7980162106140424e-10,2.665849400262093e-10,LC_V24_H3p5_T8,2.665849400262093e-10
59,submerged,5.7837245959331655e-12,6.300582005840155e-13,6.335678513080477e-13,6.470340086527585e-13,6.477686168219311e-13,6.973440616724477e-13,1.0566322024791659e-12,1.0524635745077362e-12,1.1506628334075125e-12,1.1343253545056306e-12,1.1321352040077429e-12,1.3076664758423195e-12,1.3031722134934595e-12,1.5801440196969102e-12,1.5745754482815738e-12,1.7166158212925917e-12,1.7029833355151411e-12,1.6735479245470793e-12,1.92552568364989e-12,1.9027504043445194e-12,2.775617912276599e-12,2.76524601454882e-12,2.9680658171374656e-12,2.9406089209698485e-12,3.2746397212061306e-12,3.2231595669772673e-12,3.750607273808182e-12,3.725722111953524e-12,2.7599499086037646e-11,2.750047561819828e-11,2.79528041294355e-11,2.773464974126585e-11,2.8518645564401703e-11,2.977450601585543e-11,2.950120035025088e-11,6.210037381451954e-11,6.284011228091551e-11,6.251108695891749e-11,6.405232522270683e-11,6.666459124042002e-11,7.064531414608381e-11,7.046888564327865e-11,1.0355566361154243e-10,1.0432274442498068e-10,1.0388182475651548e-10,1.0611100096752449e-10,1.0854279879670258e-10,1.1325832495013817e-10,1.1231898956289551e-10,1.1871888538508212e-10,1.2960293079985317e-10,1.287827189443264e-10,1.3017829923658137e-10,1.3341136687832316e-10,1.336689730069802e-10,1.389252419573161e-10,2.4596536079103446e-10,2.4733576353629486e-10,2.521853760015067e-10,2.5665837119114204e-10,2.6818279753424786e-10,3.473691936866455e-10,3.526983060459391e-10,3.5869508324171686e-10,3.7152738482351827e-10,3.2713367775986327e-10,3.3449047687656556e-10,3.4618405108808686e-10,5.166238418381497e-10,LC_V24_H3p5_T8,5.166238418381497e-10
60,submerged,3.850118426995885e-12,1.348081212125495e-13,1.3567091690770077e-13,1.3407959633916747e-13,1.3484321477145878e-13,1.4677020776410103e-13,3.07833930767297e-13,3.064837417577881e-13,3.166762897571547e-13,3.0757854630139594e-13,3.0567703420496483e-13,3.136436317424394e-13,3.1456325347188214e-13,6.379898247372447e-13,6.336739049035198e-13,6.480875387052411e-13,6.353596342979499e-13,6.324444658247056e-13,7.161169694418368e-13,7.41900995915351e-13,1.5632048153104037e-12,1.5688857099543573e-12,1.6058496633986922e-12,1.6443668190955815e-12,1.818104479934775e-12,2.014417583424107e-12,2.3527440051997597e-12,2.512037870109718e-12,1.530142892641653e-11,1.529336476282317e-11,1.5363142963312337e-11,1.5434347229774968e-11,1.590154739524085e-11,1.7146718991507996e-11,1.7537032468285657e-11,2.280871172255392e-11,2.2805481158394905e-11,2.2969145468765492e-11,2.343251677971642e-11,2.498035780237171e-11,2.673380130892528e-11,2.7352658989118835e-11,3.785212571828955e-11,3.74777567807344e-11,3.72744271154117e-11,3.740996750769886e-11,3.8683026481130015e-11,4.0770922307108975e-11,4.139091876270033e-11,4.4681997331837446e-11,5.870773922570505e-11,5.731297727808708e-11,5.6298571560121854e-11,5.5826291157001265e-11,5.5683852115334597e-11,5.547642549334786e-11,1.1478897739591362e-10,1.128877831137218e-10,1.1204095317123768e-10,1.1319912410949178e-10,1.2086828271436922e-10,1.8237561516604847e-10,1.7951216005528365e-10,1.765455625298797e-10,1.7541803554389913e-10,1.8764640362217213e-10,1.8595570703161583e-10,1.8522583588615277e-10,3.1400094592367296e-10,LC_V24_H3p5_T8,3.1400094592367296e-10
61,submerged,2.8600252645353367e-11,4.745850095183499e-13,4.730711643378417e-13,6.669513833182128e-13,6.428240573015054e-13,1.0412693248058566e-12,1.0368761103946075e-12,1.0357589783309853e-12,1.4260761587597889e-12,1.3711143848667817e-12,1.3318183261376655e-12,2.137200091089823e-12,2.026819043740109e-12,3.7595305290391316e-12,3.758523408448915e-12,4.549647203137979e-12,4.539045805284113e-12,4.385054278404947e-12,6.024062111717723e-12,5.7482192618800195e-12,4.51406985910406e-12,4.538838777970005e-12,5.48139144095701e-12,5.511302184364374e-12,7.358981231721928e-12,7.065578563216343e-12,1.035572154515842e-11,9.905259627171251e-12,1.6386935159171488e-10,1.6329664891247787e-10,1.6972297340608123e-10,1.6797553623883173e-10,1.783422646203118e-10,1.893599301549286e-10,1.835281461140035e-10,2.4530154979880176e-10,2.5259867599947724e-10,2.49903904707685e-10,2.6373441144857764e-10,2.8058868150857387e-10,3.105004361790323e-10,2.986701297767067e-10,3.8010592665607053e-10,3.8771571665932934e-10,3.852910663207842e-10,4.0046679044185133e-10,4.187259558125449e-10,4.522983990660454e-10,4.4043665464607125e-10,4.834318416976156e-10,4.175356736036142e-10,4.271317384803953e-10,4.4396625645317144e-10,4.810665467801315e-10,4.664890163173967e-10,5.114842471442431e-10,9.549740801496393e-10,9.753491301277082e-10,1.0277465766668093e-09,1.0630770368833988e-09,1.1478661416308822e-09,1.2107767639430925e-09,1.270696086798341e-09,1.3076865407193826e-09,1.4025527641230278e-09,9.853448942486483e-10,1.013323259082279e-09,1.0974215408059152e-09,1.4573699430654702e-09,LC_V24_H3p5_T8,1.4573699430654702e-09
62,submerged,1.7241753934803583e-11,2.2551515518533006e-13,2.292104036655623e-13,3.40848125506079e-13,3.3256743178013174e-13,5.981244477902408e-13,7.98203443878487e-13,7.995456510757035e-13,1.12232592617458e-12,1.0988238056201441e-12,1.0664757052688907e-12,1.7996652713007223e-12,1.7043722651511387e-12,2.939568355249732e-12,2.9510655434055434e-12,3.607789328500378e-12,3.6341466494776006e-12,3.514673333844843e-12,4.9244030771658566e-12,4.728570733032153e-12,4.2368212145090694e-12,4.264475768508814e-12,5.125776058376635e-12,5.1973008535322266e-12,7.0141465390243186e-12,6.921423654947222e-12,1.0119233049383715e-11,9.831429540219195e-12,1.2411168013128947e-10,1.2361615098880707e-10,1.293047777892052e-10,1.2803022887865717e-10,1.373252718732556e-10,1.4838907030289533e-10,1.4420688420458934e-10,1.89174919079191e-10,1.9537576350989144e-10,1.9305998131178028e-10,2.0504579817050552e-10,2.190525606070631e-10,2.4546998873435844e-10,2.36307706590924e-10,3.061390056539451e-10,3.144844277878565e-10,3.128047741199113e-10,3.282836397252238e-10,3.470125471395456e-10,3.787963015346328e-10,3.6830863287768565e-10,4.079394351612471e-10,3.5321726273065006e-10,3.6320302111318674e-10,3.7919513213124e-10,4.113055691426949e-10,4.004907656625771e-10,4.400093254404042e-10,7.691709057331751e-10,7.930731942560956e-10,8.393916332450329e-10,8.814318856413003e-10,9.596937794942532e-10,9.855386086281705e-10,1.0392250287561686e-09,1.085496672211845e-09,1.172847591059585e-09,8.886924537343832e-10,9.223715151132032e-10,9.998289084546934e-10,1.2809458306041103e-09,LC_V24_H3p5_T8,1.2809458306041103e-09
63,submerged,2.206504870499066e-11,4.197748193964334e-13,4.2608790346074925e-13,5.822512409224948e-13,5.72814121617991e-13,9.08748706349828e-13,1.4220765879432959e-12,1.4211484843384028e-12,1.8755613920380277e-12,1.8210333470420016e-12,1.7743696441956636e-12,2.708414426048423e-12,2.5777880166921236e-12,4.391504523442985e-12,4.395208677341109e-12,5.2609974797200716e-12,5.254492272331674e-12,5.056188874556798e-12,6.773476722056523e-12,6.491145617731083e-12,6.158862503330594e-12,6.16629060407888e-12,7.213442989143506e-12,7.26397964059605e-12,9.383905077191856e-12,9.33466795100626e-12,1.3013395169476921e-11,1.2678207445571515e-11,1.5943292869135618e-10,1.5871854101490055e-10,1.656493946740254e-10,1.6370108275104027e-10,1.7448386575519869e-10,1.860619130807072e-10,1.8014825035991456e-10,2.544015121989633e-10,2.620128997720468e-10,2.5898630815238e-10,2.7365044153544463e-10,2.902465326250184e-10,3.2137289959491e-10,3.083330897281276e-10,4.2831107680400236e-10,4.3909664284124716e-10,4.3639620751043036e-10,4.56651639539573e-10,4.784747449533738e-10,5.168541850750391e-10,5.018091962326506e-10,5.478681629047843e-10,4.935894795383757e-10,5.033347660206064e-10,5.207961054179046e-10,5.578735904515565e-10,5.4369775385616e-10,5.868456674106878e-10,1.045869612882801e-09,1.0712585769565576e-09,1.1239942991759973e-09,1.1669417156854525e-09,1.2542820543056099e-09,1.3580048943878577e-09,1.421038018025454e-09,1.4673864400773826e-09,1.565700215605373e-09,1.2216878749797983e-09,1.2558857741524989e-09,1.3457697919201756e-09,1.786218966207156e-09,LC_V24_H3p5_T8,1.786218966207156e-09
64,submerged,1.9726903642899837e-11,2.5239810989214453e-13,2.5199483857631766e-13,3.8323193096326007e-13,3.667735283485304e-13,6.664174347560508e-13,6.569692904247996e-13,6.556656944932023e-13,9.838603806086333e-13,9.363947949420112e-13,8.976833361988753e-13,1.6108401137587236e-12,1.4875225412378537e-12,2.7092079711548767e-12,2.7159134076822717e-12,3.4029595699844655e-12,3.4057858792792487e-12,3.255585744876118e-12,4.720907656907371e-12,4.453635591815683e-12,3.484602984184606e-12,3.504426254179211e-12,4.382831747865316e-12,4.395026840516887e-12,6.197939772461395e-12,5.850366399549713e-12,9.185502612708802e-12,8.649013822922246e-12,1.29039159801268e-10,1.2857244913089075e-10,1.3455906349857214e-10,1.3308188345112309e-10,1.4287171017702555e-10,1.5308079993837267e-10,1.475894221121957e-10,1.8528760535255171e-10,1.9226911578010205e-10,1.900436605554997e-10,2.0339963131229285e-10,2.1809635365280415e-10,2.45608939704017e-10,2.3372276702201556e-10,2.7557323016042597e-10,2.8219778770933727e-10,2.8065687682071234e-10,2.9438023375727883e-10,3.1082518514454754e-10,3.405656512070106e-10,3.3010930393015093e-10,3.6679017264581935e-10,3.0578312166324695e-10,3.162556147899874e-10,3.326002685448314e-10,3.674681912488963e-10,3.5343592506749227e-10,3.9404531081370676e-10,7.208859316457807e-10,7.413849986797056e-10,7.885745934639006e-10,8.233354894022655e-10,9.010431226111249e-10,9.171559123913696e-10,9.713727562520323e-10,1.004772107685648e-09,1.0891177346043645e-09,7.546881500244074e-10,7.815158661910361e-10,8.570352174607229e-10,1.0997808599429994e-09,LC_V24_H3p5_T8,1.0997808599429994e-09
65,submerged,2.3378661544111908e-11,5.33552707398744e-13,5.396892135574184e-13,7.076339849091518e-13,6.922786897923829e-13,1.0612655078855712e-12,1.5962517460712314e-12,1.5840053581805499e-12,2.1091812052510524e-12,2.018893749614046e-12,1.958808115681482e-12,2.9658528675526566e-12,2.809242825747802e-12,4.165005473357878e-12,4.141926454307041e-12,5.141715265616195e-12,5.081518151146629e-12,4.828969526832865e-12,6.683369157089807e-12,6.3574950541713275e-12,5.444619495495204e-12,5.4191654211244056e-12,6.574889453606791e-12,6.495095716375839e-12,8.565806315410184e-12,7.849289849664127e-12,1.150292028072054e-11,1.0767558757557369e-11,1.2225459261203236e-10,1.2171871033050098e-10,1.2643412029089383e-10,1.2550306584344436e-10,1.3464010885943293e-10,1.451013625314806e-10,1.3988126652879569e-10,2.1301355173533982e-10,2.2102176162551404e-10,2.1848656448860576e-10,2.3256851304473273e-10,2.4839073120426904e-10,2.7745371299331966e-10,2.670941111779962e-10,3.4644311611396544e-10,3.555656410771139e-10,3.525814079847863e-10,3.69962826626639e-10,3.8963145191079887e-10,4.265258241155315e-10,4.1236322946068375e-10,4.569420237231681e-10,4.2854471144361953e-10,4.384098229199302e-10,4.5788544736470825e-10,4.943986513003282e-10,4.830620525503119e-10,5.260845378306447e-10,8.834273369833012e-10,9.096210436787536e-10,9.639432027615403e-10,1.0056985452040032e-09,1.0936255715073307e-09,1.216602803867873e-09,1.2741652758242173e-09,1.3167907745483983e-09,1.4129282623456302e-09,1.1228647788137227e-09,1.1696584134804807e-09,1.2590214862502518e-09,1.8149748837265922e-09,LC_V24_H3p5_T8,1.8149748837265922e-09
66,submerged,1.9176341988458398e-11,2.9424201166051373e-13,2.941587786006902e-13,4.2524436751577823e-13,4.092110058917141e-13,7.127995235483156e-13,8.166339626856133e-13,8.092347562560251e-13,1.178502118368593e-12,1.1174115466467743e-12,1.0750421216750935e-12,1.8083589332059222e-12,1.6923867547074644e-12,2.636656770576673e-12,2.631074241231187e-12,3.396377750098831e-12,3.379006209529937e-12,3.1797953730332646e-12,4.665644685337455e-12,4.401370434873138e-12,3.287647627773975e-12,3.2758933176124035e-12,4.1595294364478305e-12,4.138368920262473e-12,5.886976836178561e-12,5.3449940505685156e-12,8.556600207695936e-12,7.85549125710643e-12,9.712611181301714e-11,9.676142500877963e-11,1.005960863776558e-10,9.989225684107091e-11,1.0751047789128439e-10,1.166133586610616e-10,1.123173686546675e-10,1.5141827653974305e-10,1.56969229596379e-10,1.5516101530916225e-10,1.6579978232963584e-10,1.7916755274752723e-10,2.0294320096888987e-10,1.9549965791601663e-10,2.1586229145476294e-10,2.234643492795922e-10,2.216332762409775e-10,2.354555329566958e-10,2.50971565425973e-10,2.797383683892689e-10,2.703128559473409e-10,3.058628939246121e-10,2.6046562448461254e-10,2.7238675563790964e-10,2.870881295557887e-10,3.194126399114764e-10,3.0443151299179886e-10,3.414500541597763e-10,5.976344756444682e-10,6.180735773784413e-10,6.639503865188569e-10,6.937716262451036e-10,7.645752119566533e-10,7.809966679723055e-10,8.336875281415062e-10,8.68141861744313e-10,9.498928886707387e-10,6.630528842316447e-10,7.012541081157332e-10,7.699979973920384e-10,9.921699756813595e-10,LC_V24_H3p5_T8,9.921699756813595e-10
67,submerged,2.6426227641227124e-11,5.509940904980506e-13,5.493827553551631e-13,7.391633174918696e-13,7.163216169209804e-13,1.1134087172100941e-12,1.321579206473167e-12,1.3080629619797679e-12,1.7645206171057998e-12,1.6710856363057721e-12,1.6183093148015327e-12,2.4776493731780423e-12,2.3419275696185254e-12,3.702363448265028e-12,3.697251356542524e-12,4.599620731906593e-12,4.591903919825287e-12,4.354786435476454e-12,6.095309129461512e-12,5.778211414341774e-12,4.364827225244731e-12,4.342528916656133e-12,5.364645412725435e-12,5.3359387143563044e-12,7.222544533148801e-12,6.570770644004418e-12,9.931597343616285e-12,9.22169686260417e-12,1.269422339497241e-10,1.265186242506666e-10,1.3061624126329439e-10,1.299037097587596e-10,1.3859595196016712e-10,1.4888534758433398e-10,1.4325854943670123e-10,2.0892690859628826e-10,2.1443270207417427e-10,2.1302826764808686e-10,2.2431341781456595e-10,2.391584177982393e-10,2.6499927305689566e-10,2.570104559125677e-10,3.058853238366648e-10,3.1471151880328135e-10,3.122949307974443e-10,3.2909641064396095e-10,3.4730197625649546e-10,3.810140671800995e-10,3.693550266718019e-10,4.1006496863389746e-10,3.6472175758189293e-10,3.7832395366884604e-10,3.9458741278054614e-10,4.3168444790552645e-10,4.1152133747014757e-10,4.5406535284574986e-10,8.137953790639094e-10,8.343635769637737e-10,8.890381242046265e-10,9.178727558510992e-10,9.98419147216159e-10,1.0614892898148174e-09,1.1198514816376102e-09,1.1501471394484578e-09,1.2397825643112172e-09,8.785422096105044e-10,9.138030482118387e-10,9.878020073067708e-10,1.3022506127087172e-09,LC_V24_H3p5_T8,1.3022506127087172e-09
68,submerged,1.7932801144682595e-11,2.8832237043571597e-13,2.9193497523403915e-13,4.1286060862040526e-13,3.9887583021509656e-13,6.90398193076109e-13,9.187331163516902e-13,9.111317855008907e-13,1.2934690364719241e-12,1.239142381275647e-12,1.1952316496751966e-12,1.986236957134922e-12,1.8621775322887935e-12,2.8202569114873166e-12,2.8101242344255936e-12,3.603905326242749e-12,3.5795488837532864e-12,3.3952238098339508e-12,4.98370838323095e-12,4.703498325341724e-12,3.795466948418113e-12,3.7687167113850904e-12,4.703908130441322e-12,4.660488871808839e-12,6.411453185491121e-12,5.831570245969404e-12,9.098856940717633e-12,8.410407895596295e-12,9.37410881723749e-11,9.343683647559629e-11,9.74325293584922e-11,9.693005691844156e-11,1.0499592514211194e-10,1.1522363282807214e-10,1.1051933963742982e-10,1.5463590596215338e-10,1.6154372194580368e-10,1.5993970878088694e-10,1.7220846177766863e-10,1.8654255271769577e-10,2.11792481766447e-10,2.025184490857713e-10,2.433150316138844e-10,2.5088822957429126e-10,2.4913964662977793e-10,2.634635069864424e-10,2.8020622425339944e-10,3.110383883145463e-10,2.986078349620852e-10,3.353988573136614e-10,3.0399662849619693e-10,3.1556925464022e-10,3.323821773772006e-10,3.6673498060903684e-10,3.528018706312326e-10,3.9173014274575853e-10,6.432359506862017e-10,6.667972330078194e-10,7.148116202869739e-10,7.480165777194785e-10,8.23750001076342e-10,8.690096680563907e-10,9.199385002128968e-10,9.554659891978182e-10,1.0382636620436534e-09,8.040550149721827e-10,8.445258431552628e-10,9.223673402126245e-10,1.2683068666016685e-09,LC_V24_H3p5_T8,1.2683068666016685e-09
69,splash,9.750276116511061e-09,5.458467601343738e-10,5.394712618010801e-10,5.63922991607948e-10,5.479622947184395e-10,7.7283212912275e-10,9.86258063044184e-10,9.791444494858545e-10,1.0660200206719756e-09,9.903280377412026e-10,9.77316414607718e-10,1.4979879755422083e-09,1.2713780806768318e-09,1.4814405804966263e-09,1.4672882728269968e-09,1.822583473955322e-09,1.7435011999143155e-09,1.523202632458459e-09,2.4977469105023125e-09,2.194353731727832e-09,2.5814382092727745e-09,2.5516970354379544e-09,3.0048251139256836e-09,2.8794002216601932e-09,4.156700214243974e-09,3.3969140543827065e-09,5.393580788740523e-09,4.692706685238677e-09,8.170660432088751e-09,8.13354967988226e-09,9.2201615734455e-09,9.047870880645649e-09,1.0835620747297784e-08,1.250541027132195e-08,1.145685241021775e-08,1.1534376733119882e-08,1.1652964139675303e-08,1.1544654861833123e-08,1.2724415359812817e-08,1.4389994575530775e-08,1.768579047085594e-08,1.5914689804492078e-08,1.5594881159976638e-08,1.5775184319101375e-08,1.5621167661450257e-08,1.5920085971588712e-08,1.6623615888240945e-08,2.0097378332622946e-08,1.8195500690857567e-08,2.191493860305889e-08,1.8952064531627974e-08,1.8887661373954393e-08,1.961900704899702e-08,2.2990907782302776e-08,2.093350232011922e-08,2.4604592430485656e-08,3.000381542281481e-08,2.997361223102051e-08,3.342912851714932e-08,3.5290902851032964e-08,4.06866011764861e-08,3.907009406439944e-08,4.084577101186707e-08,4.25371603740597e-08,4.802209243483973e-08,3.968137003188088e-08,4.164249243207643e-08,4.713738458898022e-08,5.76702255833524e-08,LC_V24_H3p5_T8,5.76702255833524e-08
70,splash,6.7668267840689056e-09,1.3388147144033867e-09,1.3380100284802448e-09,1.3433872524671034e-09,1.3362828797427618e-09,1.3664007581416734e-09,2.3768746140862627e-09,2.365869777401116e-09,2.4412318293899166e-09,2.376451097060374e-09,2.3637559631143113e-09,2.411289052166839e-09,2.381268292985886e-09,2.494612533815382e-09,2.482830079380394e-09,2.5716414652338727e-09,2.5185295359554686e-09,2.4682122911964007e-09,2.5488950871788348e-09,2.4993880375655445e-09,3.800901557863013e-09,3.78965396999237e-09,3.942062552825491e-09,3.893686570531359e-09,4.19271559571193e-09,3.924306001223665e-09,4.755486650614024e-09,4.210255079471745e-09,1.0004895297388765e-08,9.98366499106404e-09,1.0184418750531497e-08,1.0108712209481304e-08,1.0533790719316143e-08,1.0994516235088513e-08,1.0505461665552333e-08,1.6054470933403557e-08,1.6185701505644508e-08,1.6089125662736213e-08,1.6360868304507548e-08,1.648966019450204e-08,1.710053544776198e-08,1.6609458945599548e-08,2.1405737650804582e-08,2.155283570520078e-08,2.149589520012505e-08,2.176223289167448e-08,2.1954154114937433e-08,2.254165428310199e-08,2.2084796489576805e-08,2.2711511763986037e-08,2.333428983121007e-08,2.3342782110806123e-08,2.3338349114886813e-08,2.3619112546020467e-08,2.3159754172884038e-08,2.3654156681119907e-08,3.6181004212538996e-08,3.6144132389797473e-08,3.667194532840239e-08,3.6695243087580394e-08,3.7937353919083364e-08,4.564327912946193e-08,4.602331168103593e-08,4.582088299010887e-08,4.69176247781294e-08,4.434574920952962e-08,4.4197230491515394e-08,4.517212417857418e-08,5.914015589936134e-08,LC_V24_H3p5_T8,5.914015589936134e-08
