member_id,member_class,year,D_fatigue,t_mm,past_static_cutoff
69,brace,43.0,0.0406169456744885,7.1000000000000005,False
69,brace,44.0,0.041717837498956425,6.800000000000001,False
69,brace,45.0,0.042822822751672075,6.500000000000001,False
69,brace,46.0,0.043931825170105486,6.200000000000001,False
69,brace,47.0,0.04504477154294618,5.9,False
69,brace,48.0,0.046161591525564746,5.600000000000002,False
69,brace,49.0,0.04728221747025596,5.300000000000001,False
69,brace,50.0,0.04840658426980096,5.000000000000001,False
69,brace,51.0,0.049534629213057735,4.700000000000001,False
69,brace,52.0,0.050666291851436625,4.400000000000001,False
69,brace,53.0,0.05180151387524652,4.100000000000003,False
69,brace,54.0,0.05294023899900911,3.800000000000001,False
69,brace,55.0,0.05408241285493648,3.4999999999999996,False
69,brace,56.0,0.055227982893852855,3.199999999999998,False
69,brace,57.0,0.056376898292916276,2.9000000000000035,False
69,brace,58.0,0.0575291098695623,2.6000000000000014,False
69,brace,59.0,0.058684570001149856,2.3,False
69,brace,60.0,0.05984323254984109,2.0000000000000018,True
69,brace,61.0,0.06100505279229249,1.7000000000000002,True
69,brace,62.0,0.06216998735377531,1.400000000000002,True
69,brace,63.0,0.06333799414637896,1.1000000000000003,True
69,brace,64.0,0.06450903231098377,0.800000000000002,True
69,brace,65.0,0.06568306216271746,0.5000000000000004,True
69,brace,66.0,0.06686004513963587,0.1999999999999988,True
70,brace,0.0,0.0,20.0,False
70,brace,1.0,0.0005990733075016,19.7,False
70,brace,2.0,0.0013417404375384817,19.400000000000002,False
70,brace,3.0,0.0021503822792809167,19.099999999999998,False
70,brace,4.0,0.0030050869888259,18.8,False
70,brace,5.0,0.0038957634384653413,18.5,False
70,brace,6.0,0.004816196655982153,18.2,False
70,brace,7.0,0.005762135795211036,17.9,False
70,brace,8.0,0.006730473016806366,17.6,False
70,brace,9.0,0.0077188282120766,17.3,False
70,brace,10.0,0.008725315040778954,17.0,False
70,brace,11.0,0.009748398516296879,16.7,False
70,brace,12.0,0.010786803096633723,16.400000000000002,False
70,brace,13.0,0.011839450585558043,16.1,False
70,brace,14.0,0.012905416592946686,15.8,False
70,brace,15.0,0.013983899061174558,15.5,False
70,brace,16.0,0.015074194922942045,15.200000000000001,False
70,brace,17.0,0.016175682407477916,14.9,False
70,brace,18.0,0.017287807373271045,14.600000000000001,False
70,brace,19.0,0.018410072576262065,14.3,False
70,brace,20.0,0.019542029120442124,14.0,False
70,brace,21.0,0.02068326955929174,13.700000000000001,False
70,brace,22.0,0.02183342226530553,13.4,False
70,brace,23.0,0.022992146787079372,13.100000000000001,False
70,brace,24.0,0.024159129985073028,12.800000000000002,False
70,brace,25.0,0.025334082788261707,12.5,False
70,brace,26.0,0.026516737450932835,12.200000000000001,False
70,brace,27.0,0.027706845216132068,11.9,False
70,brace,28.0,0.028904174312574287,11.6,False
70,brace,29.0,0.030108508227162677,11.3,False
70,brace,30.0,0.03131964420695576,11.000000000000002,False
70,brace,31.0,0.03253739195344145,10.700000000000001,False
70,brace,32.0,0.03376157247899849,10.400000000000002,False
70,brace,33.0,0.03499201710094085,10.1,False
70,brace,34.0,0.03622856655290884,9.8,False
70,brace,35.0,0.03747107019685669,9.5,False
70,brace,36.0,0.03871938532168991,9.200000000000001,False
70,brace,37.0,0.03997337651687378,8.9,False
70,brace,38.0,0.04123291511118293,8.6,False
70,brace,39.0,0.04249787866827648,8.300000000000002,False
70,brace,40.0,0.04376815053203107,8.0,False
70,brace,41.0,0.04504361941559889,7.700000000000002,False
70,brace,42.0,0.04632417902901864,7.4,False
70,brace,43.0,0.047609727740928226,7.1000000000000005,False
70,brace,44.0,0.04890016827053377,6.800000000000001,False
